"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";151;"Dökmez, Gülay";1979;"Vorarbeiterin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";152;"Auer, Alfred Karl";1962;"Angestellter";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";153;"Mikesch, Agnes";1953;"Fachsozialarbeiterin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";154;"Reitter, Dr. Karl";1953;"Lektor";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";2
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";1
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";155;"Stadler, Lilian";1947;"Pensionistin";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";3
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";156;"Herzog, Klemens";1988;"Angestellter";3
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";157;"Hübner,  rene";1972;"Architektin";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";158;"Enzendorfer, Josef";1955;"Lagerarbeiter";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";159;"Rausch, Mag. Elisabeth";1951;"Pädagogin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";2
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";2
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";160;"Haslinger, Manfred";1967;"Betriebslogistikkaufmann";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";3
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";1
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";161;"Wolfgruber, Helga";1948;"Psychotherapeutin";2
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";162;"Pichlmann, Dipl.-Ing.  Friedrich";1971;"Softwareentwickler";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";163;"Moser, Lisa-Carina";1986;"Lehrerin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";1
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";164;"Lang, David";1983;"Lagerarbeiter";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";165;"Lehner, Waltraud";1955;"Augustin-Mitarbeiterin";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";166;"Koletnik, Gottfried Horst";1965;"Pensionist";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";167;"Rinner, BSc, Bärbel";1965;"Pensionistin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
